64742	7160
64743	7160
64744	7160
64745	7160
64746	7160
64747	7160
64748	7160
64749	7160
64750	7160
64751	7164
64752	7164
64753	7159
64754	7159
64755	7169
64756	7169
64757	7169
64758	7159
64759	7216
64760	7209
64761	7183
64762	7197
64763	7197
64764	7171
64765	7199
64766	7199
64767	7192
64768	7213
64769	7167
64770	7163
64771	7220
64772	7225
64773	7226
64774	7171
64775	7171
64776	7159
64777	7253
64778	7228
64779	7160
64780	7189
64781	7189
64782	7202
64783	7167
64784	7167
64785	7181
64786	7181
64787	7230
64788	7230
64789	7159
64790	7181
64791	7164
64907	7219
64911	7187
64912	7277
64913	7245
64915	7196
64924	7329
64925	7229
64926	7212
64927	7163
64928	7163
64932	7272
64933	7260
64934	7179
64935	7179
64936	7179
64937	7189
64938	7189
64939	7195
64940	7165
64941	7165
64942	7165
64943	7271
64944	7222
64945	7234
64946	7187
64947	7196
64948	7196
64949	7263
64950	7198
64951	7214
64952	7242
64953	7198
64954	7221
64955	7165
64956	7218
64957	7219
64958	7210
64959	7233
64960	7182
64961	7182
64962	7200
64963	7207
64964	7207
64965	7223
64966	7244
65004	7176
65092	7160
65093	7160
65094	7194
65095	7164
65096	7183
65097	7192
65098	7163
65099	7250
65100	7178
65101	7178
65102	7178
65103	7189
65104	7204
65105	7190
65106	7221
65107	7185
65108	7185
65109	7184
65110	7184
65111	7261
65112	7231
65113	7241
65114	7176
65115	7240
65116	7249
65117	7248
65118	7235
65119	7212
65120	7206
65121	7206
65122	7345
65123	7172
65124	7172
65125	7172
65126	7189
65127	7189
65128	7270
65129	7236
65130	7229
65131	7267
65132	7254
65133	7231
65134	7258
65135	7420
65136	7348
65137	7175
65138	7215
65139	7353
65140	7264
65141	7268
65142	7232
65143	7238
65144	7211
65145	7164
65146	7194
65195	7316
65299	7176
65300	7194
65330	7310
65331	7165
65373	7204
65378	7211
65380	7159
65381	7167
65382	7163
65383	7176
65384	7227
65385	7202
65386	7200
65388	7195
65389	7195
65390	7337
65391	7190
65392	7189
65393	7312
65394	7190
65395	7163
65396	7199
65406	7325
65408	7359
65410	7292
65412	7217
65414	7217
65415	7227
65416	7227
65417	7227
65418	7315
65419	7246
65420	7175
65421	7320
65422	7224
65423	7224
65424	7635
65425	7434
65426	7269
65427	7246
65428	7175
65429	7321
65430	7280
65431	7280
65432	7175
65433	7175
65434	7291
65445	7342
65446	7351
65447	7354
65448	7341
65449	7346
65450	7175
65451	7297
65452	7213
65453	7184
65454	7212
65455	7350
65456	7318
65457	7252
65458	7344
65459	7347
65465	7185
65467	7300
65468	7340
65469	7339
65775	7435
65780	7187
66062	7682
66063	7472
66064	7317
66066	7389
66135	7159
66136	7159
66249	7302
66253	7176
66259	7287
66263	7282
66321	7296
66323	7328
66325	7265
66326	7265
66327	7301
66331	7433
66333	7175
66996	7343
66997	7175
66998	7246
66999	7331
67000	7367
67001	7352
67002	7368
67003	7175
67650	7461
67651	7266
67652	7377
67653	7462
67654	7284
67656	7258
67657	7275
67658	7634
67659	7378
67660	7361
67661	7175
67662	7265
67663	7175
67664	7238
67665	7379
67666	7165
67667	7284
67668	7284
67669	7599
67670	7177
67671	7177
67672	7177
67673	7177
67674	7177
67675	7177
67676	7177
67677	7177
67678	7177
67679	7177
67680	7177
67681	7177
67682	7177
67683	7177
67684	7177
67685	7177
67686	7177
67687	7177
67688	7177
67689	7177
67690	7177
67691	7177
67692	7177
67693	7177
67694	7177
67695	7177
67696	7177
67697	7177
67698	7177
67699	7177
67700	7177
67701	7177
67702	7177
67703	7177
67704	7177
67705	7177
67706	7177
67707	7177
67708	7177
67709	7177
67710	7326
67711	7293
67712	7293
67713	7293
67714	7282
67715	7334
67716	7574
67717	7366
67718	7284
67719	7284
67720	7284
67721	7284
67722	7284
67723	7284
67724	7284
67725	7284
67726	7284
67727	7284
67732	7268
68039	7283
68040	7175
68041	7573
68042	7253
68055	7246
68056	7175
68082	7498
68083	7636
68084	7623
68085	7685
68086	7171
68087	7715
68088	7611
68089	7654
68090	7672
68091	7777
68092	7752
68093	7646
68094	7653
68095	7743
68096	7708
68097	7689
68098	7546
68099	7498
68100	7669
68101	7460
68102	7862
68103	7671
68104	7695
68105	7557
68106	7718
68107	7628
68108	7664
68109	7613
68110	7460
68111	7649
68112	7602
68113	7555
68114	7618
68115	7667
68117	7460
68118	7603
68119	7697
68120	7460
68121	7797
68122	7460
