68123	7631
68124	7476
68125	7476
68126	7556
68127	7766
68128	7481
68129	7638
68130	7774
68131	7906
68132	7615
68133	7531
68134	7637
68135	7460
68136	7620
68137	7656
68138	7870
68139	7460
68140	7696
68141	7662
68142	7883
68143	7616
68144	8061
68145	7650
68146	7781
68147	7673
68148	7600
68149	7722
68150	7771
68151	7483
68152	7642
68153	7460
68154	7790
68155	7687
68156	7691
68158	7758
68159	7748
68160	7900
68161	7657
68162	7668
68163	7610
68164	7684
68165	7663
68166	8580
68167	7776
68168	7643
68169	7226
68170	7661
68171	7680
68172	7732
68173	7782
68174	7658
68175	7729
68176	7622
68177	7683
68178	7629
68179	7796
68180	7604
68181	7624
68182	7690
68183	7778
68184	7736
68185	8032
68186	7612
68187	7681
68188	7593
68189	7614
68190	7475
68191	7460
68192	7601
68193	7627
68194	7460
68195	7598
68196	7287
68197	7572
68198	7280
68199	7547
68200	7175
68201	7175
68202	7606
68203	7633
68204	7768
68206	7268
68207	7253
68208	7336
68275	7280
68276	7253
68277	7496
68278	7495
68279	7686
68280	7577
68281	7316
68282	7316
68283	7772
68284	7880
68285	7747
68286	7619
68287	7850
68288	7327
68289	7175
68290	7287
68291	7177
68292	7838
68293	7795
68294	7316
68295	7175
68296	7753
68297	7492
68298	7844
68299	7730
68301	7820
68302	7818
68303	7817
68810	7679
68811	7493
69103	7503
69204	7356
69205	7558
69206	7175
69207	7524
69208	7284
69209	7282
69210	7539
69211	7524
69212	7558
69213	7524
69214	7524
69215	7363
69216	7648
69217	7562
69218	7567
69219	7535
69220	7260
69221	7232
69234	7568
69235	7666
69236	7530
69237	7688
69238	7542
69239	7528
69240	7265
69241	7434
69242	7533
69243	7190
69244	7210
69245	7329
69380	7630
69381	8070
69382	7670
69383	7647
69384	7284
69418	7640
69419	7676
69420	7737
69421	7651
69422	7694
69423	7605
69424	7625
69425	7674
69426	7525
69427	7525
69428	7525
69429	7525
69430	7645
69431	7804
69432	7675
69438	7355
69921	7733
69922	7759
69923	7891
69924	7784
69925	7791
69926	7786
69927	7724
69961	7582
69963	7581
69966	7590
69968	8017
69971	8354
69973	7710
69976	7803
69977	7717
69978	8034
69982	8120
69983	7744
69984	7760
69985	7598
69986	7789
69987	7740
69988	7761
69989	7728
69990	7757
69993	7460
69994	7460
69995	7693
69996	7693
69997	7798
69998	7836
69999	7755
70000	7755
70001	7741
70002	7731
70003	7460
70004	7805
70005	7734
70006	7794
70007	7716
70008	7754
70009	7460
70010	7592
70011	7592
70012	7592
70013	7592
70014	7592
70015	7592
70016	7592
70017	7592
70018	7739
70019	8144
70020	8054
70021	8841
70022	7460
70023	7460
70024	7460
70025	7460
70026	7460
70027	7702
70028	7749
70029	7756
70030	7787
70031	7751
70032	7785
70033	7809
70034	7750
70035	7742
70036	7745
70037	7641
70038	7726
70039	8083
70040	7800
70041	8104
70042	7460
70043	7902
70044	7727
70045	7801
70046	7460
70047	7460
70048	7802
70050	7746
70051	7765
70052	8039
70053	8072
70054	7972
70055	7769
70056	7711
70058	7460
70059	7460
70060	7460
70061	7460
70062	7792
70063	7775
70064	7779
70065	7227
70066	8956
70067	7460
70068	7460
70069	7460
70070	7460
70071	7460
70072	7723
70075	7808
70076	7719
70077	7177
70078	7735
70079	7780
70080	7793
70081	8057
70082	7641
70083	7641
70088	7445
70089	7665
70090	7692
70289	7284
70290	7284
70293	7783
70295	7280
70296	7721
70705	8068
70707	8148
70884	8011
70885	7997
70887	7181
70888	7181
71790	7316
71791	7316
71792	7316
71793	7788
71794	7770
71925	8105
71926	8062
71927	8075
71928	8808
71929	7871
71930	8099
71931	8124
71932	8121
73547	8109
73549	8655
74171	8435
74175	8496
74179	7460
74798	8549
75953	7856
75954	7832
76455	8052
77542	8087
77543	8087
77544	8533
77545	8947
77546	8947
77547	8947
77548	8060
77549	8060
77550	7218
77551	8453
77552	8574
77555	7460
77557	8551
77558	8472
77560	8490
77561	7942
77562	7942
77564	8536
77566	7321
77568	8272
77569	7459
77570	8600
77571	7573
77573	8462
77575	8638
77576	7460
77580	7460
77582	8461
77583	8513
77584	8648
77586	7460
77588	8954
77589	8160
77590	8430
77593	8161
77594	8423
77595	8293
77596	7985
77598	8145
77599	8145
77601	8112
77602	8112
77607	8657
77609	8417
77610	8843
77613	8659
77615	8419
77616	7825
77617	7175
77619	8594
77624	7994
77625	7988
77626	7988
77627	7994
77628	7988
77629	7994
77630	7460
77636	8163
77638	7985
77640	8518
77642	7316
77643	8299
77644	8299
77645	8620
77646	8437
77650	7985
77652	7460
77654	8269
77655	8110
77656	8110
77657	8474
77659	7284
77660	7943
77661	7943
77662	7711
79232	8117
79261	8031
79280	8013
79291	7293
79357	7724
79358	7724
79359	7710
79360	7702
79361	7702
79363	8109
79364	7592
79365	7592
79366	7592
79368	8013
79369	8117
79381	8661
79383	8591
79387	8546
79388	8447
79390	8565
79392	8509
79393	8732
79395	8463
79398	8234
79399	8234
79433	9003
79444	7711
79446	8433
79447	8556
79450	8545
79456	8381
79466	8380
79473	9068
79474	8309
79475	8200
79476	8641
79528	7988
79529	7988
79531	8200
79534	8204
79536	8624
79537	8190
79538	8190
79539	8224
79541	8224
79546	8160
79550	8553
79551	8204
79554	8176
79555	8494
79556	7607
79557	8176
79701	8608
79704	8527
79705	8547
79706	7460
79708	8622
79711	8436
79795	7434
79796	7604
79797	7476
79798	7476
79799	7460
79800	7460
79801	7460
79857	7476
79858	7213
79859	7321
80134	7460
80135	7745
80137	7321
80138	7321
80139	7460
80140	7460
80146	8573
80148	8611
80150	7460
80154	8662
80155	8652
80156	8506
80158	7460
80161	8846
80163	8273
80164	8288
80165	8273
80167	7460
80168	7460
80175	8355
80177	8421
80180	9120
80181	7460
80182	7460
80184	7460
80185	8606
80197	8272
80201	7460
80202	7460
80203	7460
80217	8320
80218	8320
80220	8200
80221	7460
80222	8200
80223	8200
80224	8200
80225	8200
80227	8293
80228	7460
80233	8473
80237	8645
80239	7460
80255	8535
80258	8637
80261	8262
80262	8262
80263	8262
80264	8499
80269	8539
80274	8318
80278	9121
80279	8373
80281	8570
80284	8484
80292	7460
80294	8363
80295	7460
80352	8317
80642	8610
80655	8286
80656	8286
80660	8534
80663	9028
80665	8303
80666	8492
80668	8295
80669	8303
80671	8295
80675	8426
80677	7200
80681	8576
80686	8867
80688	8281
80689	8281
80690	9007
80698	8261
80713	8269
80714	8781
80721	7263
80728	8508
80729	8308
80736	8318
80738	7301
80753	8289
80754	8548
80758	8577
80759	8420
80761	7250
80771	7224
80785	8786
80790	8305
80791	8305
80793	8298
80794	8298
80795	8602
80797	8264
80798	8264
80803	8288
80805	8571
80809	7749
80813	8598
80816	8555
80821	8438
80823	8599
80825	8309
80829	8538
81281	7711
81282	7711
81544	7460
81548	7460
82499	8288
82500	8355
82501	8381
82502	8380
82503	8373
82512	7460
82513	7460
82514	7460
82516	7445
82519	7460
82521	8396
82522	8396
82527	7460
82531	8363
82534	7460
82663	8384
82665	7460
82668	7460
82670	8391
82671	8391
82675	8384
82679	8391
82680	8391
82686	8770
82690	8368
82698	8109
82902	8368
83341	8537
83968	8441
83969	8475
83970	8495
83971	8458
83972	8449
83973	8448
83974	8471
83975	8451
83976	8478
84513	7460
84514	8573
84515	7460
84520	8825
84526	8418
84808	8730
84812	8418
84819	8939
84820	7524
85271	8641
85273	8537
85274	8418
85275	8418
85276	8418
86149	8681
86416	8714
86436	8831
86440	8748
86473	8769
86506	8720
86510	8874
86776	8418
86832	7368
88170	8845
88171	8845
88589	8846
88591	8694
88824	7460
88825	8715
88826	8715
88982	9067
88984	8819
89491	8874
89492	8819
89493	8714
89494	8714
89495	8720
89496	8720
92464	7460
93377	7994
93378	7702
93379	9003
93380	8381
93381	8381
93382	9068
93383	8939
93384	8939
93385	8939
93386	9067
93387	7525
93388	8720
