247	40	75159
248	40	75483
249	40	96413
250	41	75173
251	41	75662
252	41	77294
253	41	75152
254	41	75441
255	41	78862
256	41	75443
257	41	103409
258	41	75157
259	41	75445
260	41	76023
261	41	80857
262	42	75140
263	42	76169
264	42	115466
265	42	75150
266	42	75152
267	42	75670
268	42	75419
269	42	75163
270	42	75174
271	42	75690
272	42	75695
273	42	75441
274	42	75191
275	42	75194
276	42	75708
277	42	75196
278	42	75723
279	42	75481
280	42	75482
281	42	75483
282	42	76121
283	42	75118
284	42	75124
285	42	76148
286	42	76149
287	42	76023
288	42	77049
289	43	75168
290	43	76183
291	43	75140
292	43	75686
293	43	78888
294	43	75723
295	43	78923
296	43	75150
297	43	75474
298	43	96370
299	43	75734
300	43	76023
301	43	75448
302	43	75673
303	43	96380
304	43	78841
305	44	103553
306	44	78146
307	44	75172
308	44	75140
309	44	75174
310	44	75150
311	44	75152
312	44	75443
313	44	75989
314	44	75702
315	44	76023
316	44	75484
317	45	75712
318	45	75173
319	45	75469
320	45	75152
321	45	75664
322	45	79295
323	46	75689
324	46	75683
325	46	75484
326	47	75140
327	47	75466
328	47	75723
329	47	75154
330	47	75480
331	48	75429
332	48	78836
333	48	75734
334	48	79512
335	48	75673
336	49	75173
337	49	75686
338	49	75176
339	49	75689
340	49	78857
341	49	76249
342	49	75469
343	49	75150
344	49	75152
345	49	75153
346	49	75664
347	49	76023
348	49	103408
349	49	77045
350	49	75670
351	49	75191
352	49	75417
353	49	75483
354	50	75136
355	50	75138
356	50	75150
357	50	75152
358	50	75664
359	50	76183
360	50	75162
361	50	75170
362	50	75683
363	50	75172
364	50	90915
365	50	75176
366	50	78888
367	50	75695
368	50	75441
369	50	75186
370	50	75443
371	50	75450
372	50	75452
373	50	75196
374	50	75712
375	50	75723
376	50	75727
377	50	75472
378	50	75734
379	50	75480
380	50	76121
381	50	76123
382	50	75484
383	50	75740
384	50	103404
385	50	103408
386	50	77045
387	50	76023
388	50	96381
389	51	75138
390	51	75683
391	51	75140
392	51	75685
393	51	78855
394	51	75689
395	51	76233
396	51	75180
397	51	75535
398	51	103408
399	51	75441
400	51	76213
401	51	77045
402	51	76023
403	51	75740
404	51	76253
405	51	75742
406	51	76255
407	52	80898
408	52	78853
409	52	78855
410	52	78862
411	52	78873
412	52	78874
413	52	78892
414	52	96302
415	52	79426
416	52	78922
417	52	103499
418	52	77388
419	52	103502
420	52	96342
421	52	79456
422	52	79479
423	52	75384
424	52	96380
425	52	103553
426	52	103556
427	52	75398
428	52	75415
429	52	79512
430	52	75417
431	52	75421
432	52	75429
433	52	79525
434	52	75432
435	52	75437
436	52	75441
437	52	75443
438	52	75445
439	52	75448
440	52	75461
441	52	75462
442	52	75465
443	52	81097
444	52	75469
445	52	75471
446	52	75472
447	52	75473
448	52	75474
449	52	104658
450	52	82132
451	52	75989
452	52	75480
453	52	75482
454	52	75484
455	52	84192
456	52	103670
457	52	76023
458	52	98554
459	52	115463
460	52	115466
461	52	108821
462	52	79642
463	52	79643
464	52	76121
465	52	76123
466	52	76127
467	52	76129
468	52	77154
469	52	77156
470	52	76147
471	52	75138
472	52	75140
473	52	75143
474	52	75656
475	52	75658
476	52	75660
477	52	76173
478	52	75150
479	52	75152
480	52	75664
481	52	75154
482	52	75156
483	52	76181
484	52	75670
485	52	75673
486	52	75162
487	52	75675
488	52	75164
489	52	75166
490	52	75679
491	52	75168
492	52	75683
493	52	75172
494	52	75685
495	52	75174
496	52	76196
497	52	75176
498	52	75688
499	52	75178
500	52	75689
501	52	75690
502	52	75691
503	52	75693
504	52	75695
505	52	76201
506	52	75697
507	52	75186
508	52	94122
509	52	75700
510	52	75189
511	52	75702
512	52	75191
513	52	76213
514	52	79291
515	52	75196
516	52	75708
517	52	76734
518	52	75712
519	52	94147
520	52	75205
521	52	75719
522	52	75209
523	52	76233
524	52	75723
525	52	75725
526	52	75727
527	52	76241
528	52	75732
529	52	76247
530	52	80857
531	52	75739
532	52	75741
533	52	76256
534	52	103404
535	52	103407
536	52	76273
537	52	78835
538	52	80884
539	52	103415
540	52	78841
