1	27	98447
2	27	75154
3	27	103573
4	27	75162
5	27	75691
6	27	79409
7	27	75192
8	27	75194
9	27	77370
10	27	78145
11	27	76233
12	27	103498
13	27	75469
14	27	76238
15	27	75480
16	27	80857
17	27	76253
18	27	75741
19	27	76257
20	27	77154
21	27	76259
22	27	103408
23	27	75130
24	28	81921
25	28	103686
26	28	80684
27	28	76237
28	28	103407
29	28	75696
30	28	79376
31	28	75670
32	28	75193
33	29	103553
34	29	76168
35	29	115466
36	29	75150
37	29	75153
38	29	76183
39	29	75417
40	29	75162
41	29	90915
42	29	75172
43	29	78888
44	29	75439
45	29	75441
46	29	75186
47	29	75702
48	29	75452
49	29	75196
50	29	103498
51	29	77388
52	29	75727
53	29	75472
54	29	75480
55	29	76123
56	29	75484
57	29	93406
58	29	76138
59	29	79473
60	29	77045
61	29	96381
62	30	103553
63	30	76168
64	30	115466
65	30	75150
66	30	75152
67	30	75670
68	30	75162
69	30	75683
70	30	75439
71	30	75695
72	30	75441
73	30	75189
74	30	75450
75	30	75723
76	30	75472
77	30	75480
78	30	76121
79	30	75481
80	30	75483
81	30	75484
82	30	103408
83	30	77045
84	30	76023
85	31	75140
86	31	75397
87	31	75145
88	31	75150
89	31	75664
90	31	75665
91	31	75156
92	31	76183
93	31	75679
94	31	75172
95	31	78888
96	31	75441
97	31	75702
98	31	75452
99	31	75196
100	31	75727
101	31	76123
102	31	76138
103	31	76023
104	32	103553
105	32	75466
106	32	103404
107	32	75469
108	32	75150
109	32	75183
110	32	75441
111	32	76023
112	32	75156
113	32	75159
114	32	75450
115	32	75163
116	32	75483
117	33	75723
118	33	75484
119	33	76023
120	34	75170
121	34	77156
122	34	75152
123	34	75441
124	34	76147
125	34	77045
126	34	96381
127	35	75136
128	35	75138
129	35	76164
130	35	75152
131	35	75153
132	35	75664
133	35	75417
134	35	95385
135	35	75676
136	35	75170
137	35	75683
138	35	75172
139	35	81827
140	35	90915
141	35	75176
142	35	75689
143	35	96296
144	35	75691
145	35	75695
146	35	75441
147	35	75452
148	35	75196
149	35	75712
150	35	75718
151	35	75466
152	35	75723
153	35	75734
154	35	76123
155	35	75740
156	35	93406
157	35	103408
158	35	77045
159	35	76023
160	35	78841
161	35	96381
162	35	80894
163	36	75136
164	36	75138
165	36	75140
166	36	75660
167	36	75150
168	36	75535
169	36	75152
170	36	75664
171	36	75156
172	36	75670
173	36	75673
174	36	75168
175	36	75683
176	36	96302
177	36	75695
178	36	75441
179	36	75446
180	36	75708
181	36	75209
182	36	75723
183	36	75469
184	36	75727
185	36	75989
186	36	76127
187	36	103404
188	36	76149
189	36	77045
190	36	76023
191	37	75168
192	37	75418
193	37	75708
194	37	75702
195	38	75138
196	38	75140
197	38	75172
198	38	75654
199	38	76196
200	38	78888
201	38	75209
202	38	78923
203	38	75150
204	38	75186
205	38	77045
206	38	76183
207	38	76121
208	38	76123
209	38	75742
210	39	75136
211	39	75138
212	39	75140
213	39	75142
214	39	78855
215	39	115466
216	39	75535
217	39	75418
218	39	75683
219	39	75685
220	39	96296
221	39	75689
222	39	75441
223	39	75186
224	39	76213
225	39	76233
226	39	75723
227	39	75989
228	39	76121
229	39	75740
230	39	75742
231	39	76127
232	39	90853
233	39	80892
234	40	75168
235	40	84192
236	40	75138
237	40	75172
238	40	80837
239	40	75209
240	40	78857
241	40	75437
242	40	75150
243	40	75152
244	40	75153
245	40	76023
246	40	75670
