id	geneset_id	gene_id
368	12	6731
369	12	13342
370	12	4414
371	13	19137
372	13	4962
373	13	17635
374	13	9538
375	13	11362
376	13	16647
377	13	10632
378	13	2121
379	13	1706
380	13	6059
381	13	6476
382	13	18731
383	13	4942
384	13	11922
385	13	4948
386	13	7830
387	13	26838
388	13	7098
389	14	28684
390	14	10254
391	14	14370
392	14	6182
393	14	28713
394	14	43
395	14	44
396	14	30765
397	14	6190
398	14	6192
399	14	28727
400	14	24634
401	14	10298
402	14	60
403	14	24636
404	14	10299
405	14	10303
406	14	10306
407	14	10310
408	14	10311
409	14	10313
410	14	26700
411	14	10316
412	14	10317
413	14	16463
414	14	10325
415	14	10332
416	14	10340
417	14	10345
418	14	10349
419	14	26736
420	14	20601
421	14	10364
422	14	10368
423	14	10369
424	14	10371
425	14	2180
426	14	10372
427	14	6280
428	14	6284
429	14	10383
430	14	144
431	14	2194
432	14	26773
433	14	20636
434	14	10402
435	14	28843
436	14	177
437	14	10419
438	14	28862
439	14	18623
440	14	6347
441	14	20685
442	14	26847
443	14	6388
444	14	28918
445	14	18685
446	14	20738
447	14	18695
448	14	24852
449	14	2327
450	14	28958
451	14	26910
452	14	2336
453	14	28968
454	14	28973
455	14	8498
456	14	2363
457	14	4419
458	14	2372
459	14	28996
460	14	10564
461	14	20808
462	14	10571
463	14	33100
464	14	6477
465	14	20811
466	14	339
467	14	6486
468	14	14681
469	14	29035
470	14	6518
471	14	10623
472	14	24971
473	14	16783
474	14	12687
475	14	20881
476	14	27026
477	14	6551
478	14	411
479	14	2468
480	14	27046
481	14	29101
482	14	2494
483	14	29122
484	14	12741
485	14	6602
486	14	6604
487	14	2509
488	14	22990
489	14	18893
490	14	6612
491	14	12756
492	14	20952
493	14	483
494	14	16874
495	14	33264
496	14	10739
497	14	8692
498	14	16889
499	14	2556
500	14	4610
501	14	27139
502	14	14880
503	14	21037
504	14	10799
505	14	565
506	14	12856
507	14	19003
508	14	16963
509	14	25173
510	14	25180
511	14	605
512	14	31326
513	14	16994
514	14	6763
515	14	21100
516	14	6765
517	14	12907
518	14	17020
519	14	17030
520	14	23174
521	14	29322
522	14	12939
523	14	660
524	14	29334
525	14	21157
526	14	27310
527	14	689
528	14	29362
529	14	19124
530	14	17083
531	14	10943
532	14	10945
533	14	17090
534	14	6857
535	14	6864
536	14	25301
537	14	21206
538	14	8919
539	14	744
540	14	19177
541	14	4844
542	14	6905
543	14	11007
544	14	17158
545	14	29456
546	14	11033
547	14	19235
548	14	2865
549	14	17202
550	14	4914
551	14	21301
552	14	4920
553	14	4931
554	14	29509
555	14	855
556	14	21336
557	14	11101
558	14	863
559	14	11103
560	14	21347
561	14	4963
562	14	23400
563	14	17257
564	14	21373
565	14	897
566	14	2959
567	14	914
568	14	9108
569	14	17300
570	14	919
571	14	17303
572	14	11161
573	14	923
574	14	29600
575	14	5034
576	14	11178
577	14	21420
578	14	17327
579	14	11190
580	14	25529
581	14	3006
582	14	7105
583	14	11205
584	14	25542
585	14	11212
586	14	13265
587	14	7124
588	14	7125
589	14	33751
590	14	27610
591	14	23529
592	14	7150
593	14	21497
594	14	9212
595	14	5123
596	14	11280
597	14	3091
598	14	9235
599	14	1055
600	14	11300
601	14	11301
602	14	11304
603	14	3113
604	14	7211
605	14	7212
606	14	23596
607	14	25651
608	14	5186
609	14	13389
610	14	25677
611	14	11357
612	14	15455
613	14	11362
614	14	9319
615	14	11377
616	14	11390
617	14	11393
618	14	3208
619	14	9352
620	14	3214
621	14	25742
622	14	21650
623	14	1171
624	14	17556
625	14	9362
626	14	15514
627	14	11432
628	14	15533
629	14	11453
630	14	25791
631	14	11455
632	14	3265
633	14	11467
634	14	7373
635	14	3278
636	14	11470
637	14	11477
638	14	5344
639	14	15585
640	14	29925
641	14	23798
642	14	29947
643	14	11535
644	14	15634
645	14	19731
646	14	11539
647	14	11541
648	14	11566
649	14	9535
650	14	5440
651	14	17729
652	14	25919
653	14	9540
654	14	11588
655	14	9542
656	14	9548
657	14	25933
658	14	9551
659	14	7508
660	14	11609
661	14	1383
662	14	15719
663	14	3447
664	14	7553
665	14	30087
666	14	17800
667	14	21898
668	14	30098
669	14	9618
670	14	30103
671	14	7579
672	14	13736
673	14	7596
674	14	1455
675	14	3503
676	14	13745
677	14	17847
678	14	1478
679	14	3528
680	14	21965
681	14	1485
682	14	9679
683	14	24013
684	14	7642
685	14	17888
686	14	1508
687	14	1509
688	14	24042
689	14	7659
690	14	13811
691	14	11763
692	14	3573
693	14	1535
694	14	3592
695	14	26142
696	14	26148
697	14	11820
698	14	1587
699	14	15938
700	14	11851
701	14	11853
702	14	9806
703	14	30287
704	14	20060
705	14	7786
706	14	28268
707	14	9842
708	14	30324
709	14	18037
710	14	13945
711	14	18043
712	14	22146
713	14	9866
714	14	24205
715	14	18064
716	14	1688
717	14	28314
718	14	18075
719	14	11939
720	14	11950
721	14	28336
722	14	11957
723	14	24251
724	14	24252
725	14	18116
726	14	32458
727	14	1745
728	14	28370
729	14	18138
730	14	9949
731	14	34528
732	14	3818
733	14	1772
734	14	3821
735	14	16114
736	14	18165
737	14	12021
738	14	28413
739	14	12031
740	14	24328
741	14	28431
742	14	24343
743	14	10019
744	14	20262
745	14	7977
746	14	7982
747	14	18233
748	14	1857
749	14	18248
750	14	1866
751	14	20300
752	14	10062
753	14	1873
754	14	30551
755	14	18268
756	14	10080
757	14	18276
758	14	30574
759	14	18287
760	14	8052
761	14	24462
762	14	26527
763	14	6058
764	14	8109
765	14	28592
766	14	6075
767	14	20418
768	14	14279
769	14	4042
770	14	1995
771	14	8143
772	14	14289
773	14	30683
774	14	26594
775	14	6117
776	14	4071
777	14	16378
778	15	7553
779	15	6018
780	15	6019
781	15	12036
782	15	13575
783	15	4232
784	15	6407
785	15	7562
786	15	4893
787	15	3236
788	15	4910
789	15	6190
790	15	6192
791	15	19383
792	15	6204
793	15	5438
794	15	1097
795	15	11850
796	15	3796
797	15	11362
798	15	17635
799	15	6116
800	15	11364
801	15	3430
802	15	7794
803	15	9588
804	15	7029
805	15	3448
806	16	914
807	16	7067
808	16	1697
809	16	1703
810	16	43
811	16	44
812	16	11566
813	16	4931
814	16	4932
815	16	4933
816	16	4934
817	16	4935
818	16	4936
819	16	4937
820	16	4938
821	16	9544
822	16	4940
823	16	9545
824	16	4942
825	16	4943
826	16	4944
827	16	4945
828	16	9546
829	16	4947
830	16	4948
831	16	4962
832	16	4963
833	16	1636
834	16	1637
835	16	4964
836	16	4975
837	17	18437
838	17	7203
839	17	25132
840	17	14893
841	17	6709
842	17	8760
843	17	16961
844	17	21087
845	17	1639
846	17	1653
847	17	1142
848	17	17013
849	17	27269
850	17	19077
851	17	11910
852	17	11912
853	17	11913
854	17	11914
855	17	11918
856	17	11919
857	17	11922
858	17	1682
859	17	1683
860	17	11923
861	17	11924
862	17	10903
863	17	1688
864	17	11928
865	17	11929
866	17	11930
867	17	11931
868	17	11932
869	17	1694
870	17	11935
871	17	11934
872	17	11937
873	17	11938
874	17	6307
875	17	1700
876	17	28324
877	17	11939
878	17	1705
879	17	24235
880	17	6329
881	17	6330
882	17	6331
883	17	6332
884	17	17087
885	17	19137
886	17	28873
887	17	26838
888	17	17635
889	17	6374
890	17	5351
891	17	18153
892	17	18171
893	17	12031
894	17	17664
895	17	12032
896	17	12033
897	17	1814
898	17	3363
899	17	4905
900	17	18731
901	17	3372
902	17	17712
903	17	6476
904	17	6477
905	17	8021
906	17	17755
907	17	18788
908	17	30085
909	17	21392
910	17	16793
911	17	42400
912	17	6570
913	17	6059
914	17	7090
915	17	7091
916	17	11708
917	17	9662
918	17	2505
919	17	17866
920	17	9705
921	17	9707
922	17	16892
923	18	1248
924	18	1346
925	18	1318
926	18	1352
927	18	1353
928	18	1354
929	18	1324
930	18	1325
931	18	1358
932	18	1331
933	18	1242
934	18	1339
935	18	1246
936	18	1247
937	19	2561
938	19	24066
939	19	6005
940	19	7
941	19	6008
942	19	16404
943	19	30743
944	19	9240
945	19	6009
946	19	6011
947	19	1060
948	19	1069
949	19	1071
950	19	1072
951	19	1073
952	19	1074
953	19	6014
954	19	14900
955	19	6193
956	19	6711
957	19	6016
958	19	6718
959	19	1602
960	19	1603
961	19	1604
962	19	1605
963	19	1606
964	19	1607
965	19	1608
966	19	1609
967	19	1610
968	19	2121
969	19	1612
970	19	11346
971	19	6021
972	19	1625
973	19	18015
974	19	6023
975	19	11366
976	19	11367
977	19	11368
978	19	6026
979	19	11892
980	19	15488
981	19	11904
982	19	11905
983	19	11906
984	19	11907
985	19	11909
986	19	11915
987	19	11916
988	19	11917
989	19	7316
990	19	11925
991	19	11926
992	19	11927
993	19	19100
994	19	16028
995	19	8861
996	19	13469
997	19	28529
998	19	3766
999	19	9605
1000	19	10623
1001	19	15561
1002	19	5331
1003	19	19157
1004	19	1243
1005	19	17119
1006	19	6373
1007	19	18152
1008	19	16642
1009	19	16647
1010	19	4893
1011	19	19232
1012	19	17700
1013	19	5419
1014	19	5421
1015	19	5422
1016	19	5428
1017	19	12680
1018	19	13700
1019	19	11768
1020	19	5962
1021	19	5966
1022	19	5971
1023	19	5972
1024	19	5973
1025	19	5975
1026	19	5978
1027	19	17756
1028	19	5980
1029	19	5982
1030	19	11772
1031	19	5985
1032	19	5986
1033	19	5990
1034	19	5991
1035	19	5992
1036	19	5993
1037	19	5994
1038	19	11774
1039	19	6000
1040	19	10609
1041	19	10610
1042	19	10611
1043	19	10612
1044	19	10613
1045	19	10614
1046	19	10615
1047	19	10616
1048	19	10617
1049	19	4474
1050	19	10618
1051	19	10619
1052	19	10620
1053	19	10621
1054	19	10622
1055	19	10624
1056	19	10625
1057	19	10626
1058	19	10627
1059	19	10628
1060	19	20869
1061	19	10630
1062	19	2436
1063	19	10632
1064	19	2438
1065	19	10634
1066	19	10635
1067	19	6025
1068	19	6028
1069	19	10638
1070	19	10639
1071	19	10640
1072	19	6027
1073	19	10642
1074	19	10643
1075	19	6029
1076	19	10645
1077	19	6038
1078	19	10647
1079	19	8088
1080	19	10646
1081	19	10672
1082	19	7098
1083	19	18363
1084	19	4540
1085	19	18364
1086	19	16830
1087	19	2499
1088	19	13253
1089	19	13765
1090	19	2432
1091	19	2433
1092	19	2434
1093	19	6106
1094	19	7660
1095	19	6001
1096	19	11765
1097	19	6002
1098	19	11255
1099	19	11766
1100	19	11769
1101	19	4602
1102	19	4603
1103	19	4604
1104	19	11773
1105	19	2558
1106	20	130
1107	20	3590
1108	20	6153
1109	20	2186
1110	20	12692
1111	20	14872
1112	20	11801
1113	20	2466
1114	20	29602
1115	20	10925
1116	20	4527
1117	20	16953
1118	20	8126
1119	20	3778
1120	20	5318
1121	20	2770
1122	20	11219
1123	20	3809
1124	20	8546
1125	20	8803
1126	20	8548
1127	20	8804
1128	20	29673
1129	20	7154
1130	20	6136
1131	20	11642
1132	20	10494
1133	21	7098
1134	21	17635
1135	21	6476
1136	21	5438
1137	22	1699
1138	22	1637
1139	22	1607
1140	22	15847
1141	22	1869
1142	22	3252
1143	22	15605
1144	22	9592
1145	22	18874
1146	23	9360
1147	23	4708
1148	24	19137
1149	24	7203
1150	24	1700
1151	24	17635
1152	24	18437
1153	24	11939
1154	24	11912
1155	24	1705
1156	24	2505
1157	24	11919
1158	24	11922
1159	24	1653
1160	24	8760
1161	24	11934
1162	25	20480
1163	25	14339
1164	25	6148
1165	25	14870
1166	25	21030
1167	25	12843
1168	25	44
1169	25	18988
1170	25	6192
1171	25	563
1172	25	16952
1173	25	16962
1174	25	16465
1175	25	11362
1176	25	11365
1177	25	17512
1178	25	24172
1179	25	1138
1180	25	1140
1181	25	7797
1182	25	11896
1183	25	15488
1184	25	39561
1185	25	9360
1186	25	44180
1187	25	11924
1188	25	18585
1189	25	21659
1190	25	679
1191	25	1706
1192	25	1707
1193	25	15532
1194	25	6836
1195	25	9410
1196	25	12490
1197	25	22219
1198	25	23247
1199	25	24788
1200	25	6872
1201	25	5351
1202	25	4329
1203	25	6378
1204	25	10994
1205	25	13564
1206	25	13568
1207	25	16132
1208	25	9506
1209	25	7977
1210	25	14130
1211	25	9538
1212	25	4931
1213	25	4932
1214	25	4933
1215	25	4934
1216	25	9545
1217	25	11599
1218	25	4947
1219	25	12633
1220	25	4954
1221	25	12638
1222	25	4962
1223	25	4963
1224	25	4964
1225	25	16228
1226	25	4967
1227	25	30057
1228	25	18795
1229	25	9589
1230	25	17270
1231	25	6010
1232	25	13178
1233	25	9596
1234	25	6524
1235	25	12156
1236	25	6528
1237	25	10632
1238	25	10637
1239	25	21392
1240	25	44945
1241	25	914
1242	25	21394
1243	25	30129
1244	25	19895
1245	25	7098
1246	25	6079
1247	25	17858
1248	25	25547
1249	25	22988
1250	25	23503
1251	25	20441
1252	25	25568
1253	25	6116
1254	25	3570
1255	25	4603
1256	25	4604
1257	26	6150
1258	26	7
1259	26	16390
1260	26	16
1261	26	30744
1262	26	6190
1263	26	6192
1264	26	55
1265	26	6204
1266	26	28733
1267	26	6206
1268	26	6211
1269	26	4183
1270	26	6251
1271	26	117
1272	26	16503
1273	26	16504
1274	26	8573
1275	26	129
1276	26	16517
1277	26	4235
1278	26	144
1279	26	12434
1280	26	18584
1281	26	12440
1282	26	2220
1283	26	2221
1284	26	30908
1285	26	30912
1286	26	18629
1287	26	14534
1288	26	28879
1289	26	14552
1290	26	12663
1291	26	225
1292	26	6371
1293	26	6383
1294	26	10486
1295	26	10487
1296	26	10488
1297	26	10489
1298	26	10490
1299	26	10492
1300	26	10493
1301	26	10495
1302	26	10496
1303	26	10497
1304	26	16642
1305	26	10498
1306	26	10499
1307	26	10500
1308	26	16647
1309	26	10504
1310	26	12560
1311	26	4384
1312	26	289
1313	26	2338
1314	26	2339
1315	26	2345
1316	26	12679
1317	26	8498
1318	26	8499
1319	26	12680
1320	26	4414
1321	26	2367
1322	26	320
1323	26	14669
1324	26	6480
1325	26	347
1326	26	18788
1327	26	6508
1328	26	10609
1329	26	10610
1330	26	10611
1331	26	10612
1332	26	6517
1333	26	10613
1334	26	10614
1335	26	8568
1336	26	10615
1337	26	10616
1338	26	10617
1339	26	10618
1340	26	6525
1341	26	6526
1342	26	10619
1343	26	10620
1344	26	10621
1345	26	10622
1346	26	10623
1347	26	10624
1348	26	10625
1349	26	10626
1350	26	10627
1351	26	10628
1352	26	10630
1353	26	10631
1354	26	10632
1355	26	10634
1356	26	10635
1357	26	2444
1358	26	10637
1359	26	10638
1360	26	399
1361	26	10642
1362	26	10643
1363	26	10639
1364	26	10640
1365	26	12692
1366	26	10645
1367	26	10646
1368	26	6553
1369	26	20892
1370	26	27038
1371	26	2469
1372	26	2476
1373	26	10672
1374	26	12724
1375	26	18873
1376	26	18901
1377	26	6616
1378	26	2532
1379	26	2537
1380	26	12784
1381	26	2545
1382	26	10742
1383	26	10743
1384	26	4601
1385	26	4602
1386	26	4603
1387	26	4604
1388	26	2561
1389	26	6667
1390	26	2578
1391	26	2584
1392	26	14874
1393	26	544
1394	26	6692
1395	26	8743
1396	26	8744
1397	26	10798
1398	26	10799
1399	26	29233
1400	26	10803
1401	26	14900
1402	26	6709
1403	26	23095
1404	26	8760
1405	26	6713
1406	26	6714
1407	26	23096
1408	26	33342
1409	26	6720
1410	26	593
1411	26	6740
1412	26	31331
1413	26	612
1414	26	8803
1415	26	8804
1416	26	616
1417	26	8820
1418	26	2681
1419	26	8831
1420	26	643
1421	26	17029
1422	26	2704
1423	26	10898
1424	26	664
1425	26	10907
1426	26	8861
1427	26	19102
1428	26	8862
1429	26	10909
1430	26	2740
1431	26	6840
1432	26	6842
1433	26	8890
1434	26	711
1435	26	8904
1436	26	2761
1437	26	2762
1438	26	2763
1439	26	2764
1440	26	2765
1441	26	2766
1442	26	2767
1443	26	2770
1444	26	19157
1445	26	6871
1446	26	6876
1447	26	6877
1448	26	19168
1449	26	6881
1450	26	4838
1451	26	4840
1452	26	6893
1453	26	6895
1454	26	8946
1455	26	8947
1456	26	4852
1457	26	6901
1458	26	6902
1459	26	6922
1460	26	8978
1461	26	4886
1462	26	4887
1463	26	4893
1464	26	33596
1465	26	4932
1466	26	9031
1467	26	29517
1468	26	19278
1469	26	23380
1470	26	23381
1471	26	11092
1472	26	9052
1473	26	2910
1474	26	2926
1475	26	23412
1476	26	4983
1477	26	29571
1478	26	9092
1479	26	9093
1480	26	39814
1481	26	13200
1482	26	913
1483	26	914
1484	26	5013
1485	26	9113
1486	26	29595
1487	26	9117
1488	26	11179
1489	26	19383
1490	26	17337
1491	26	7098
1492	26	13243
1493	26	7097
1494	26	17343
1495	26	19391
1496	26	11205
1497	26	17353
1498	26	17356
1499	26	17357
1500	26	31702
1501	26	13273
1502	26	998
1503	26	33777
1504	26	3062
1505	26	7158
1506	26	7176
1507	26	1034
1508	26	33806
1509	26	11283
1510	26	9236
1511	26	9240
1512	26	17442
1513	26	9253
1514	26	7218
1515	26	31796
1516	26	31798
1517	26	5181
1518	26	1094
1519	26	1095
1520	26	21587
1521	26	21589
1522	26	21590
1523	26	21591
1524	26	21592
1525	26	1119
1526	26	11362
1527	26	11364
1528	26	9319
1529	26	15464
1530	26	29805
1531	26	3188
1532	26	13433
1533	26	25722
1534	26	9352
1535	26	9353
1536	26	25745
1537	26	21655
1538	26	21657
1539	26	5283
1540	26	5284
1541	26	5286
1542	26	13481
1543	26	38058
1544	26	23721
1545	26	38060
1546	26	31918
1547	26	38062
1548	26	29890
1549	26	7376
1550	26	5331
1551	26	9437
1552	26	15584
1553	26	29930
1554	26	9451
1555	26	3308
1556	26	3309
1557	26	15598
1558	26	3312
1559	26	3327
1560	26	29966
1561	26	15631
1562	26	15632
1563	26	9495
1564	26	17700
1565	26	5415
1566	26	5417
1567	26	11562
1568	26	5432
1569	26	5433
1570	26	5434
1571	26	27962
1572	26	30012
1573	26	30013
1574	26	5438
1575	26	5439
1576	26	30014
1577	26	13633
1578	26	30015
1579	26	11584
1580	26	1354
1581	26	7514
1582	26	7515
1583	26	7532
1584	26	7533
1585	26	9591
1586	26	9592
1587	26	11641
1588	26	15749
1589	26	9605
1590	26	9611
1591	26	9612
1592	26	44436
1593	26	1436
1594	26	30142
1595	26	1472
1596	26	3537
1597	26	3538
1598	26	9692
1599	26	3556
1600	26	3557
1601	26	32231
1602	26	3559
1603	26	3560
1604	26	3561
1605	26	3562
1606	26	3563
1607	26	15847
1608	26	30193
1609	26	11762
1610	26	11763
1611	26	11766
1612	26	7679
1613	26	24066
1614	26	15900
1615	26	1565
1616	26	24100
1617	26	3624
1618	26	7727
1619	26	26165
1620	26	11831
1621	26	15932
1622	26	1602
1623	26	15939
1624	26	1604
1625	26	1605
1626	26	1606
1627	26	1607
1628	26	1608
1629	26	1609
1630	26	7754
1631	26	1611
1632	26	11847
1633	26	3661
1634	26	11848
1635	26	11849
1636	26	11850
1637	26	13916
1638	26	1628
1639	26	3676
1640	26	15967
1641	26	11879
1642	26	11881
1643	26	11882
1644	26	30316
1645	26	11885
1646	26	3697
1647	26	7794
1648	26	11892
1649	26	11896
1650	26	11904
1651	26	34433
1652	26	11905
1653	26	34436
1654	26	9869
1655	26	1678
1656	26	11919
1657	26	16016
1658	26	32399
1659	26	32400
1660	26	11925
1661	26	11926
1662	26	11934
1663	26	11935
1664	26	11936
1665	26	30367
1666	26	1701
1667	26	18086
1668	26	18087
1669	26	18088
1670	26	1705
1671	26	1706
1672	26	18091
1673	26	18093
1674	26	18094
1675	26	18095
1676	26	18096
1677	26	18097
1678	26	18098
1679	26	18099
1680	26	18101
1681	26	1717
1682	26	18103
1683	26	18104
1684	26	18105
1685	26	18106
1686	26	18107
1687	26	18108
1688	26	9919
1689	26	7872
1690	26	7873
1691	26	9920
1692	26	18115
1693	26	9922
1694	26	7889
1695	26	7890
1696	26	7891
1697	26	1748
1698	26	30423
1699	26	34524
1700	26	9955
1701	26	12011
1702	26	16108
1703	26	12022
1704	26	9975
1705	26	14078
1706	26	12033
1707	26	16177
1708	26	16178
1709	26	16179
1710	26	10038
1711	26	10045
1712	26	10046
1713	26	10050
1714	26	16196
1715	26	5962
1716	26	16203
1717	26	16204
1718	26	1869
1719	26	16206
1720	26	5970
1721	26	5973
1722	26	5977
1723	26	30554
1724	26	16218
1725	26	18268
1726	26	5981
1727	26	5986
1728	26	5991
1729	26	5992
1730	26	6001
1731	26	16249
1732	26	6014
1733	26	6018
1734	26	6024
1735	26	6025
1736	26	6026
1737	26	1936
1738	26	16276
1739	26	8086
1740	26	22423
1741	26	6040
1742	26	8090
1743	26	6059
1744	26	18363
1745	26	18364
1746	26	28612
1747	26	8133
1748	26	4053
1749	26	20441
1750	26	6115
1751	26	6116
1752	26	6118
1753	26	6120
1754	26	24552
1755	26	6122
1756	26	4474
1757	26	6130
1758	26	6131
1759	26	16379
1760	26	2046
1761	27	11785
1762	27	3611
1763	27	3621
1764	27	43
1765	27	44
1766	27	14893
1767	27	14894
1768	27	14895
1769	27	6709
1770	27	566
1771	27	10845
1772	27	1634
1773	27	1635
1774	27	1636
1775	27	1637
1776	27	1638
1777	27	1641
1778	27	5232
1779	27	5233
1780	27	5234
1781	27	5235
1782	27	5237
1783	27	5238
1784	27	5239
1785	27	5241
1786	27	7804
1787	27	7805
1788	27	7806
1789	27	5253
1790	27	5258
1791	27	1678
1792	27	10906
1793	27	1697
1794	27	1706
1795	27	1707
1796	27	6329
1797	27	6330
1798	27	6331
1799	27	6332
1800	27	6333
1801	27	6335
1802	27	6336
1803	27	6337
1804	27	6338
1805	27	6339
1806	27	13523
1807	27	5344
1808	27	9956
1809	27	6374
1810	27	6375
1811	27	6376
1812	27	6377
1813	27	6378
1814	27	9452
1815	27	18173
1816	27	9472
1817	27	9986
1818	27	9987
1819	27	9988
1820	27	4886
1821	27	5398
1822	27	2345
1823	27	5417
1824	27	5418
1825	27	5420
1826	27	5421
1827	27	5419
1828	27	5423
1829	27	5422
1830	27	5425
1831	27	5426
1832	27	5427
1833	27	5428
1834	27	5429
1835	27	5424
1836	27	11566
1837	27	16181
1838	27	29499
1839	27	5438
1840	27	4931
1841	27	4932
1842	27	4933
1843	27	4934
1844	27	4935
1845	27	4936
1846	27	4937
1847	27	4938
1848	27	9545
1849	27	4940
1850	27	9547
1851	27	4942
1852	27	4943
1853	27	4944
1854	27	9548
1855	27	9549
1856	27	4947
1857	27	4948
1858	27	9551
1859	27	9552
1860	27	4951
1861	27	4952
1862	27	4953
1863	27	9553
1864	27	9554
1865	27	29020
1866	27	9559
1867	27	9560
1868	27	9561
1869	27	9563
1870	27	9564
1871	27	4962
1872	27	4963
1873	27	4964
1874	27	4965
1875	27	14180
1876	27	9566
1877	27	9568
